,dataset,subsample_n,method,val_nll,val_accuracy,test_nll,test_accuracy,data_seed
271,cc18_3,-1,ag-bagging,0.6467647803406946,0.6,0.6706626971278651,0.62,8
272,cc18_15,-1,ag-bagging,0.0033639315389409,1.0,0.0063123810651246,0.9966101694915256,11
273,cc18_20,-1,ag-bagging,0.4605513556190445,0.7662337662337663,0.4630149095377089,0.8051948051948052,12
274,cc18_2,-1,ag-bagging,0.0716280548750922,0.984,0.1570129987068948,0.944,6
275,cc18_1,-1,ag-bagging,0.3688339560170819,0.84,0.5405719981987476,0.8,13
276,cc18_22,-1,ag-bagging,0.2254328730151674,0.9073482428115016,0.3130356811758513,0.865814696485623,7
277,cc18_1,-1,ag-bagging,0.4924446633317386,0.7666666666666667,0.4611921893178423,0.82,12
278,cc18_29,-1,ag-bagging,0.4666184203917208,0.6923076923076923,0.5345967196024668,0.717948717948718,6
279,cc18_16,-1,ag-bagging,0.0564232629949055,0.9710144927536232,0.0994978834106517,0.9565217391304348,5
280,cc18_8,-1,ag-bagging,0.0241282733372427,0.9971098265895952,0.0776281072938661,0.9682080924855492,5
281,cc18_19,-1,ag-bagging,0.075147361068967,0.9875,0.057315845090216,0.99375,13
282,cc18_15,-1,ag-bagging,0.0401631770030583,1.0,0.0449367844612956,0.9966101694915256,10
283,cc18_5,-1,ag-bagging,0.0003118978188606,1.0,0.0055922829423929,1.0,13
284,cc18_27,-1,ag-bagging,0.0453948777313631,0.9736842105263158,0.0698783420720926,0.956140350877193,9
285,cc18_14,-1,ag-bagging,0.0981691987667717,1.0,0.1056310901167098,0.995,9
286,cc18_0,-1,ag-bagging,0.0001225478153897,1.0,0.0005470330312219,1.0,14
287,cc18_13,-1,ag-bagging,0.6772050006537375,0.7142857142857143,0.7679315763982089,0.6621621621621622,8
288,cc18_21,-1,ag-bagging,0.19927954821361,0.9041095890410958,0.1918963225925572,0.9041095890410958,11
289,cc18_19,-1,ag-bagging,0.0171993550464332,0.99375,0.0291616072259007,0.9875,11
290,cc18_11,-1,ag-bagging,0.0953876370167185,1.0,0.0959444572473824,1.0,7
291,cc18_7,-1,ag-bagging,0.173781230586522,0.9444444444444444,0.1086694472045455,0.9722222222222222,6
292,cc18_28,-1,ag-bagging,0.0005386064278253,1.0,0.0058874680770339,1.0,12
293,cc18_11,-1,ag-bagging,0.1997650472406672,1.0,0.2016822965887089,1.0,5
294,cc18_12,-1,ag-bagging,0.0563690393353134,1.0,0.0622056297010639,0.995,8
295,cc18_10,-1,ag-bagging,0.0308057395230571,0.9857142857142858,0.097781072356503,0.9714285714285714,13
296,cc18_24,-1,ag-bagging,0.0010378685577922,1.0,0.0055237890992124,1.0,11
297,cc18_0,-1,ag-bagging,9.33173364401792e-06,1.0,4.288405037502251e-06,1.0,10
298,cc18_21,-1,ag-bagging,0.2025880179879515,0.8972602739726028,0.204589321359647,0.9041095890410958,5
299,cc18_7,-1,ag-bagging,0.1288203194055946,0.9444444444444444,0.1266827674705083,0.9537037037037036,12
0,cc18_10,-1,ag,0.0806160424510901,0.9714285714285714,0.0948449592835317,0.9571428571428572,8
1,cc18_24,-1,ag,0.0001151675447635,1.0,0.0428968245765056,0.9954954954954957,13
2,cc18_26,-1,ag,0.4119107060916186,0.7633136094674556,0.4568863123034264,0.7352941176470589,12
3,cc18_0,-1,ag,9.041426528024489e-06,1.0,1.953583866055316e-05,1.0,7
4,cc18_15,-1,ag,0.01068756248852,0.9966101694915256,0.0091899020578214,0.9966101694915256,5
5,cc18_7,-1,ag,0.1592554021352974,0.9444444444444444,0.1534611884533445,0.9444444444444444,11
6,cc18_4,-1,ag,0.0117446761666084,0.995,0.0129840463972406,0.9975,10
7,cc18_1,-1,ag,0.4633759173199803,0.82,0.4282952453413897,0.8,5
8,cc18_27,-1,ag,0.0900244665998834,0.956140350877193,0.0741115850046115,0.9649122807017544,6
9,cc18_23,-1,ag,0.0020913499380716,1.0,0.0979959625397149,0.9714285714285714,14
10,cc18_17,-1,ag,0.4625857342091473,0.77,0.5205256965161118,0.725,14
11,cc18_21,-1,ag,0.1647478056863996,0.9212328767123288,0.1975858843184726,0.9006849315068494,9
12,cc18_18,-1,ag,5.770516375962656e-05,1.0,0.0080670464286536,0.9940828402366864,12
13,cc18_25,-1,ag,1.3951099547293793e-07,1.0,1.3949962971488938e-07,1.0,10
14,cc18_16,-1,ag,0.0760305327090773,0.9565217391304348,0.1567869982833634,0.9420289855072465,7
15,cc18_11,-1,ag,0.0030647011998786,0.9975,0.0191673086811134,0.9975,13
16,cc18_11,-1,ag,2.312745988775959e-07,1.0,1.3979880394754225e-05,1.0,10
17,cc18_12,-1,ag,0.0117514748275287,0.9975,0.0136199577847296,0.995,8
18,cc18_15,-1,ag,0.0151722843949908,0.9966101694915256,0.0092779776100208,0.9966101694915256,14
19,cc18_1,-1,ag,0.4545204702861882,0.7933333333333333,0.536689314613094,0.7466666666666667,7
20,cc18_29,-1,ag,0.5216635179539535,0.6923076923076923,0.5330713905075658,0.6752136752136753,7
21,cc18_1,-1,ag,0.4568680108475932,0.7933333333333333,0.4420950952464044,0.7666666666666667,9
22,cc18_5,-1,ag,6.167471641418188e-05,1.0,0.0001309084151765,1.0,7
23,cc18_27,-1,ag,0.0232144587639225,0.9824561403508772,0.0469814173423978,0.9736842105263158,11
24,cc18_22,-1,ag,0.1955918016647092,0.9137380191693292,0.2452422300518237,0.9041533546325878,6
25,cc18_15,-1,ag,5.789400349778932e-05,1.0,0.0007917440556231,1.0,13
26,cc18_22,-1,ag,0.2515087510663835,0.8977635782747604,0.2405706304645878,0.9009584664536742,12
27,cc18_24,-1,ag,1.0398385590155792e-05,1.0,1.247616476464768e-05,1.0,5
28,cc18_2,-1,ag,3.337921411232825e-07,1.0,2.5232041019375373,0.944,9
29,cc18_28,-1,ag,0.0054813455697325,0.995260663507109,0.0291246185994792,0.990521327014218,9
30,cc18_19,-1,ag,0.0039020268447685,1.0,0.2294407144904524,0.96875,10
31,cc18_26,-1,ag,0.407549579279914,0.7751479289940828,0.4022075154076998,0.7823529411764706,8
32,cc18_17,-1,ag,0.4695179413966891,0.78,0.5040590052200118,0.735,13
33,cc18_24,-1,ag,9.150691581652945e-06,1.0,1.4127182935323332e-05,1.0,7
34,cc18_23,-1,ag,0.0001834883256261,1.0,5.628500995347602e-06,1.0,7
35,cc18_10,-1,ag,0.0401176151598478,0.9785714285714284,0.269528961746193,0.9642857142857144,10
36,cc18_25,-1,ag,7.169650468241568e-07,1.0,7.784225645511179e-07,1.0,14
37,cc18_14,-1,ag,0.0005218908654031,1.0,0.0112922495093548,0.9975,10
38,cc18_6,-1,ag,0.000240711985465,1.0,0.0337262129316987,0.9948586118251928,14
39,cc18_9,-1,ag,0.3320034492765114,0.8518518518518519,0.4950844181018627,0.7592592592592593,7
40,cc18_19,-1,ag,0.0434390830064731,0.98125,0.0609955036629727,0.975,9
41,cc18_18,-1,ag,0.000412822716241,1.0,4.820293883903765e-05,1.0,9
42,cc18_5,-1,ag,0.0002609130671782,1.0,0.0121449894951152,0.9953703703703703,12
43,cc18_1,-1,ag,0.5117971074424965,0.7666666666666667,0.465814022484365,0.7933333333333333,11
44,cc18_15,-1,ag,0.0060578203133485,0.9966101694915256,0.021248112255933,0.9966101694915256,10
45,cc18_26,-1,ag,0.4069627320839903,0.7928994082840237,0.4702716587366602,0.7411764705882353,10
46,cc18_12,-1,ag,0.0068921005217073,0.9975,0.0140054976331306,0.995,12
47,cc18_11,-1,ag,0.0007414215381106,1.0,0.0239294278625421,0.995,12
48,cc18_11,-1,ag,0.0027826314881526,0.9975,0.0050210520310959,0.9975,7
49,cc18_16,-1,ag,0.0883078388082872,0.9710144927536232,0.1300104769180567,0.9782608695652174,11
50,cc18_18,-1,ag,0.000330103951746,1.0,0.0017155081860314,1.0,7
51,cc18_26,-1,ag,0.3554281542705678,0.8224852071005917,0.4496649178233535,0.7588235294117647,11
52,cc18_14,-1,ag,0.0013092694442703,1.0,0.0003786261752171,1.0,6
53,cc18_12,-1,ag,0.0052847513299943,1.0,0.0113517467322307,0.9975,11
54,cc18_16,-1,ag,0.0218850508305755,0.9927536231884058,0.2414453594386486,0.9420289855072465,13
55,cc18_23,-1,ag,0.0513206420512405,0.9904761904761904,0.021934606176031,0.9904761904761904,10
56,cc18_3,-1,ag,0.6211296167226573,0.68,0.7555213271742468,0.5,11
57,cc18_13,-1,ag,0.6383662583056969,0.7482993197278912,0.7701827413547606,0.6351351351351351,14
58,cc18_17,-1,ag,0.456643112431389,0.79,0.5579094692833766,0.74,5
59,cc18_20,-1,ag,0.4669391552380633,0.7532467532467533,0.4784937209669069,0.7402597402597403,10
60,cc18_18,-1,ag,0.000125838563586,1.0,0.0058159442910574,0.9940828402366864,5
61,cc18_20,-1,ag,0.483543855163947,0.7597402597402597,0.5110567897364042,0.7467532467532467,13
62,cc18_27,-1,ag,1.8606408423340118e-07,1.0,inf,0.956140350877193,13
63,cc18_3,-1,ag,0.6008772127267554,0.68,0.7366888976272047,0.53,9
64,cc18_10,-1,ag,0.0412843450703636,0.9857142857142858,0.1291055521495667,0.95,11
65,cc18_23,-1,ag,0.0234686689390342,0.9904761904761904,0.0028809303280393,1.0,11
66,cc18_8,-1,ag,0.0079958605535754,0.9971098265895952,0.0226258633521476,0.9913294797687862,10
67,cc18_11,-1,ag,1.8597340874945173e-07,1.0,-0.0,1.0,14
68,cc18_15,-1,ag,0.0065541513654638,0.9966101694915256,0.0293967114161265,0.9864406779661016,7
69,cc18_20,-1,ag,0.4420602561597457,0.7727272727272727,0.4585414621404136,0.7792207792207793,7
70,cc18_10,-1,ag,0.0373714027493517,0.9857142857142858,0.0951686590807035,0.9785714285714284,13
71,cc18_3,-1,ag,0.6150726281505342,0.64,0.6796190072640358,0.55,13
72,cc18_7,-1,ag,0.166177778953999,0.925925925925926,0.2054639968453971,0.925925925925926,8
73,cc18_5,-1,ag,1.275665506298151e-05,1.0,0.0502420050449889,0.9953703703703703,14
74,cc18_8,-1,ag,0.0339065899256292,0.9884393063583816,0.0128036811282977,0.9942196531791908,6
75,cc18_0,-1,ag,3.308773485225597e-07,1.0,1.5179201903064278e-06,1.0,6
76,cc18_29,-1,ag,0.4908370599112439,0.7350427350427351,0.5123346845787259,0.7008547008547008,12
77,cc18_4,-1,ag,0.0069793435552923,0.9975,0.0056601150947926,0.9975,11
78,cc18_24,-1,ag,2.0132656379949347e-06,1.0,0.0001215558217593,1.0,11
79,cc18_20,-1,ag,0.4769205076789988,0.7792207792207793,0.4327748113306389,0.7922077922077922,5
80,cc18_23,-1,ag,0.0001855689435414,1.0,0.0115685655583348,0.9904761904761904,6
81,cc18_11,-1,ag,0.0037231798016033,1.0,0.0041963421555963,0.9975,8
82,cc18_9,-1,ag,0.3442990413542829,0.8333333333333334,0.3852335445347412,0.8148148148148148,9
83,cc18_10,-1,ag,0.092741595122508,0.9857142857142858,0.1181546404816797,0.9785714285714284,14
84,cc18_16,-1,ag,0.01359487619155,0.9927536231884058,0.0911965811242706,0.9710144927536232,12
85,cc18_21,-1,ag,0.1888436400966591,0.9178082191780822,0.2232752764310487,0.9006849315068494,7
86,cc18_6,-1,ag,0.0104610837972172,0.9948453608247424,0.008501454339205,0.9974293059125964,12
87,cc18_1,-1,ag,0.4551317809823514,0.8066666666666666,0.5086456992696746,0.7933333333333333,6
88,cc18_15,-1,ag,0.0096312547154464,0.9966101694915256,0.046788566488047,0.9898305084745764,6
89,cc18_17,-1,ag,0.4387064774271823,0.775,0.4148852869519315,0.815,7
90,cc18_24,-1,ag,0.0197348102184691,0.9864864864864864,0.0145492117013027,0.990990990990991,12
91,cc18_22,-1,ag,0.2247377597012465,0.9073482428115016,0.3226116537704166,0.865814696485623,7
92,cc18_5,-1,ag,0.0001392267731594,1.0,0.000167709646808,1.0,8
93,cc18_27,-1,ag,0.1841832621053954,0.9298245614035088,0.0704521337868858,0.9912280701754386,10
94,cc18_2,-1,ag,0.0410302225944639,0.976,0.0661713452228042,0.968,7
95,cc18_29,-1,ag,0.431983637017704,0.7863247863247863,0.5720616659828128,0.7008547008547008,9
96,cc18_16,-1,ag,0.0372974263485253,0.9782608695652174,0.102516180904816,0.9782608695652174,6
97,cc18_25,-1,ag,1.993407625791501e-07,1.0,2.233566946784488e-07,1.0,13
98,cc18_26,-1,ag,0.2917833368546344,0.8461538461538461,0.4042613693238932,0.7705882352941177,7
99,cc18_9,-1,ag,0.4560481519175576,0.7870370370370371,0.3236827341939379,0.8518518518518519,12
100,cc18_5,-1,ag,2.0823860915213085e-05,1.0,1.51432477214734e-05,1.0,13
101,cc18_18,-1,ag,3.787459078154595e-05,1.0,0.0036442472737156,1.0,10
102,cc18_12,-1,ag,2.4885297722256226e-07,1.0,0.0471241379357577,0.9975,9
103,cc18_13,-1,ag,0.6647693790044711,0.7074829931972789,0.6888141967585761,0.7432432432432432,11
104,cc18_6,-1,ag,0.0006381241435878,1.0,0.0020870271638595,1.0,9
105,cc18_16,-1,ag,0.1183792256796263,0.9492753623188406,0.0995027065430495,0.9492753623188406,14
106,cc18_12,-1,ag,0.0094889359785367,0.995,0.0104361915669905,0.995,5
107,cc18_27,-1,ag,0.0297509530946503,0.9824561403508772,0.2534906691282692,0.9736842105263158,5
108,cc18_0,-1,ag,2.0252973555090403e-06,1.0,1.973459463982056e-06,1.0,10
109,cc18_12,-1,ag,0.0089566901266585,0.995,0.0020342754211077,1.0,14
110,cc18_23,-1,ag,1.3398159986594967e-05,1.0,0.0967638733069892,0.9904761904761904,8
111,cc18_20,-1,ag,0.4570331153847664,0.7597402597402597,0.5247324722329237,0.7467532467532467,9
112,cc18_3,-1,ag,0.6056506156401222,0.64,0.6676952309812303,0.62,10
113,cc18_19,-1,ag,0.0012042431213929,1.0,0.0792387017913579,0.9875,12
114,cc18_20,-1,ag,0.4993351282578354,0.7467532467532467,0.4379242837530858,0.7987012987012987,6
115,cc18_6,-1,ag,0.0061095591835431,0.9948453608247424,0.0018565556154777,1.0,13
116,cc18_2,-1,ag,0.0755904441553618,0.976,0.1902127740817212,0.912,8
117,cc18_4,-1,ag,0.012821764721659,0.9925,0.0002099928912388,1.0,13
118,cc18_11,-1,ag,2.0057490169552162e-07,1.0,1.7953259550171071e-06,1.0,9
119,cc18_6,-1,ag,0.0030774803412376,0.9974226804123713,0.0051441921484719,1.0,7
120,cc18_8,-1,ag,0.0231259678813065,0.9826589595375722,0.0098219401068752,1.0,9
121,cc18_29,-1,ag,0.5330253661438407,0.6837606837606838,0.5058311454197876,0.7008547008547008,8
122,cc18_28,-1,ag,1.858965617916896e-07,1.0,0.0129059600548674,0.995260663507109,14
123,cc18_13,-1,ag,0.6546473625390197,0.7210884353741497,0.7813970645962721,0.6756756756756757,8
124,cc18_25,-1,ag,1.5756047322635858e-07,1.0,1.323917106561257e-07,1.0,5
125,cc18_1,-1,ag,0.3861255398218653,0.8133333333333334,0.5404033582749541,0.78,13
126,cc18_6,-1,ag,0.0002603407443264,1.0,0.0001226395106654,1.0,11
127,cc18_9,-1,ag,0.311060563608392,0.8611111111111112,0.4337470554869707,0.7777777777777778,6
128,cc18_2,-1,ag,0.0224521911811448,0.992,0.2374843069114422,0.968,10
129,cc18_7,-1,ag,0.1122040961871717,0.9629629629629628,0.2014977046313366,0.9166666666666666,13
130,cc18_28,-1,ag,2.045205636291729e-07,1.0,2.83036245510636e-06,1.0,12
131,cc18_4,-1,ag,0.0048292433690424,0.9975,0.0122602094320704,0.9925,14
132,cc18_26,-1,ag,0.3419523776513066,0.8165680473372781,0.4706992325395034,0.7705882352941177,14
133,cc18_13,-1,ag,0.7269396470980761,0.6530612244897959,0.5627048333853925,0.75,6
134,cc18_7,-1,ag,0.1330543811645901,0.9537037037037036,0.1650079432886588,0.9166666666666666,7
135,cc18_3,-1,ag,0.6479826637708433,0.6,0.6717468700376247,0.64,8
136,cc18_21,-1,ag,0.2046878011764901,0.9178082191780822,0.1533473414190926,0.9246575342465754,8
137,cc18_1,-1,ag,0.4689285507559174,0.7733333333333333,0.4472912954925083,0.7866666666666666,14
138,cc18_25,-1,ag,1.1280620045613597e-07,1.0,0.0074330082202769,0.9947916666666666,12
139,cc18_14,-1,ag,0.000858916464609,1.0,0.0178810945414861,0.995,12
140,cc18_19,-1,ag,0.0265633491175353,0.9875,0.0055729600163234,1.0,13
141,cc18_13,-1,ag,0.7652566248194502,0.6802721088435374,0.6365035270138285,0.722972972972973,5
142,cc18_26,-1,ag,0.4468979432448621,0.757396449704142,0.5134051442620877,0.7705882352941177,5
143,cc18_21,-1,ag,0.1261912300056928,0.9452054794520548,0.2126978623666427,0.9417808219178082,13
144,cc18_14,-1,ag,0.0011965926589568,1.0,0.0430363221252097,0.9875,5
145,cc18_1,-1,ag,0.4978638261736812,0.76,0.4662394805961601,0.8133333333333334,12
146,cc18_25,-1,ag,1.292018861791384e-07,1.0,1.411554278028293e-07,1.0,9
147,cc18_14,-1,ag,0.013622545292835,0.9925,0.0041749092427105,0.9975,13
148,cc18_17,-1,ag,0.5035463730161461,0.76,0.5203381544886924,0.76,10
149,cc18_8,-1,ag,0.009166759089563,0.9942196531791908,0.0237859083594217,0.9913294797687862,11
150,cc18_3,-1,ag,0.6378644631088033,0.62,0.6844638217726348,0.61,7
151,cc18_25,-1,ag,2.474731331114927e-07,1.0,2.2892653482415017e-07,1.0,11
152,cc18_19,-1,ag,0.0190012846442278,0.99375,0.0160984925428243,0.99375,14
153,cc18_0,-1,ag,3.2430844936419416e-06,1.0,1.8781145240695048e-06,1.0,8
154,cc18_13,-1,ag,0.7289197419980967,0.6870748299319728,0.8140626810684565,0.6351351351351351,9
155,cc18_21,-1,ag,0.1886218166144969,0.8972602739726028,0.2206814257016673,0.8972602739726028,14
156,cc18_13,-1,ag,0.7012176700199556,0.7074829931972789,0.5957702799485808,0.722972972972973,13
157,cc18_29,-1,ag,0.4669153214683076,0.7094017094017094,0.5306469278201769,0.7008547008547008,6
158,cc18_10,-1,ag,0.0676070811644262,0.9857142857142858,0.121472527602389,0.9571428571428572,6
159,cc18_12,-1,ag,2.6760611035913685e-05,1.0,0.0084904533121971,0.9975,7
160,cc18_25,-1,ag,2.7585777549003255e-07,1.0,3.578699556243031e-07,1.0,7
161,cc18_0,-1,ag,1.0754401957898487e-07,1.0,0.0045266336363067,1.0,12
162,cc18_5,-1,ag,0.0001359714173593,1.0,7.068478982780116e-05,1.0,11
163,cc18_13,-1,ag,0.7468457864748831,0.7074829931972789,0.6377178076963816,0.7162162162162162,7
164,cc18_23,-1,ag,0.0002826997103402,1.0,0.0009516876387882,1.0,9
165,cc18_0,-1,ag,8.813226743885114e-06,1.0,1.7718646544161496e-05,1.0,14
166,cc18_16,-1,ag,0.1221909169767046,0.9492753623188406,0.0635663208421481,0.9927536231884058,9
167,cc18_4,-1,ag,0.0062306906414983,0.9975,0.0083194982776152,0.995,8
168,cc18_10,-1,ag,0.0949472674152885,0.9714285714285714,0.1424679007986199,0.9785714285714284,9
169,cc18_11,-1,ag,0.0011971350416968,1.0,0.0014707563545884,1.0,6
170,cc18_19,-1,ag,0.0002124187944127,1.0,0.0442372132979509,0.99375,8
171,cc18_16,-1,ag,0.1163918570555591,0.9637681159420288,0.10232515501664,0.9710144927536232,10
172,cc18_29,-1,ag,0.5369119642539599,0.717948717948718,0.5405337746879232,0.7094017094017094,14
173,cc18_27,-1,ag,5.221261892033155e-06,1.0,0.2893357549874134,0.9649122807017544,12
174,cc18_24,-1,ag,8.059250519241317e-05,1.0,0.0822454791608775,0.9864864864864864,8
175,cc18_22,-1,ag,0.2537835909276046,0.8977635782747604,0.2418510193238201,0.8977635782747604,11
176,cc18_28,-1,ag,6.169113145052801e-06,1.0,0.0956566377596996,0.985781990521327,10
177,cc18_14,-1,ag,0.0030731804611184,0.9975,0.0090693806735397,0.9975,9
178,cc18_7,-1,ag,0.1360899681514915,0.9444444444444444,0.1179197154483464,0.9537037037037036,12
179,cc18_22,-1,ag,0.1773522326272723,0.9329073482428116,0.2799841437694849,0.8881789137380192,13
180,cc18_17,-1,ag,0.5001105058331706,0.73,0.5087441329646802,0.74,6
181,cc18_20,-1,ag,0.4434016482862961,0.7727272727272727,0.5065151423193729,0.7337662337662337,14
182,cc18_11,-1,ag,0.0005998536146415,1.0,0.0211130829799157,0.9975,5
183,cc18_8,-1,ag,1.7778579580478247e-07,1.0,inf,0.9855491329479767,8
184,cc18_21,-1,ag,0.1894293730323309,0.9246575342465754,0.1914894547790149,0.9246575342465754,11
185,cc18_25,-1,ag,1.4593772447156577e-07,1.0,1.5884099996823765e-07,1.0,8
186,cc18_9,-1,ag,0.3259997045473661,0.8888888888888888,0.5023257547220944,0.7870370370370371,5
187,cc18_6,-1,ag,0.0001094357385016,1.0,0.0245545970661422,0.9948586118251928,10
188,cc18_28,-1,ag,1.782116462031453e-07,1.0,0.1256739027888729,0.990521327014218,13
189,cc18_16,-1,ag,0.1019192338410525,0.9565217391304348,0.1306918485645717,0.9420289855072465,8
190,cc18_2,-1,ag,0.0729623760241005,0.976,0.0855977987807084,0.976,12
191,cc18_4,-1,ag,0.0008666857205034,1.0,0.0074743131020608,0.995,12
192,cc18_3,-1,ag,0.60403153939104,0.68,0.7182661089453429,0.59,6
193,cc18_15,-1,ag,0.0033267044420518,0.9966101694915256,0.0101706163295202,0.9932203389830508,9
194,cc18_0,-1,ag,2.0498544313440767e-06,1.0,0.0274940635964108,0.9963636363636365,5
195,cc18_2,-1,ag,0.0505340529236,0.984,0.0949664637875317,0.968,14
196,cc18_8,-1,ag,0.0380041538612649,0.9884393063583816,0.0317464482655387,0.9797687861271676,12
197,cc18_26,-1,ag,0.3928381154936048,0.8047337278106509,0.4538446970320744,0.7705882352941177,13
198,cc18_18,-1,ag,6.86163542214873e-05,1.0,4.11050770924086e-05,1.0,6
199,cc18_19,-1,ag,0.0265028060929355,0.98125,0.0458104854659708,0.98125,6
200,cc18_26,-1,ag,0.3844696963387856,0.8047337278106509,0.4525263570687338,0.8117647058823529,9
201,cc18_18,-1,ag,8.520143870219373e-05,1.0,0.0018598205600033,1.0,8
202,cc18_15,-1,ag,0.0103893320141608,0.9966101694915256,0.0180098376230054,0.9932203389830508,11
203,cc18_22,-1,ag,0.2222206541228432,0.9169329073482428,0.1852004486728078,0.926517571884984,8
204,cc18_28,-1,ag,1.8645143626444549e-07,1.0,0.0002479674533714,1.0,11
205,cc18_7,-1,ag,0.0783459414905506,0.9722222222222222,0.1617192281699914,0.9537037037037036,5
206,cc18_2,-1,ag,0.0248852199750608,0.992,0.2733387047615941,0.936,11
207,cc18_22,-1,ag,0.1789961884860757,0.9297124600638976,0.3116646148575876,0.865814696485623,5
208,cc18_17,-1,ag,0.5027548722296964,0.74,0.4402668993121132,0.805,9
209,cc18_5,-1,ag,1.3063544241040511e-05,1.0,0.0086896059968866,0.9953703703703703,5
210,cc18_28,-1,ag,1.699442011697408e-08,1.0,-0.0,1.0,5
211,cc18_6,-1,ag,0.0003199685711728,1.0,0.0064307601099906,0.9974293059125964,5
212,cc18_26,-1,ag,0.3910639699005681,0.7751479289940828,0.4103027453618006,0.7529411764705882,6
213,cc18_1,-1,ag,0.4794424594994981,0.7666666666666667,0.4572571337633215,0.7866666666666666,8
214,cc18_24,-1,ag,2.675622014499974e-06,1.0,0.0453010858416709,0.9954954954954957,6
215,cc18_20,-1,ag,0.465546714524939,0.7597402597402597,0.4553962212573531,0.7922077922077922,12
216,cc18_17,-1,ag,0.4808465787101954,0.775,0.5013286955930176,0.78,8
217,cc18_18,-1,ag,0.0001733315106922,1.0,0.0023501861799235,1.0,11
218,cc18_19,-1,ag,0.0238401322906921,0.9875,0.008400203252707,0.99375,7
219,cc18_23,-1,ag,0.0396067717010269,0.9904761904761904,0.0082741125997325,1.0,13
220,cc18_22,-1,ag,0.1875102719072922,0.926517571884984,0.2988264828297357,0.8722044728434505,9
221,cc18_15,-1,ag,1.919525957938643e-07,1.0,inf,0.9966101694915256,12
222,cc18_14,-1,ag,2.302636923763524,0.0,2.302636881294834,0.0,14
223,cc18_29,-1,ag,0.4750482386084649,0.717948717948718,0.5408496360798383,0.7008547008547008,10
224,cc18_5,-1,ag,0.0001389506653281,1.0,6.826213119331993e-05,1.0,10
225,cc18_22,-1,ag,0.2511592663013973,0.8945686900958466,0.2418000540118018,0.9009584664536742,14
226,cc18_7,-1,ag,0.1166425273204558,0.9351851851851852,0.0544004073909267,0.9907407407407408,9
227,cc18_18,-1,ag,0.0001703573556028,1.0,0.0009037394240545,1.0,14
228,cc18_12,-1,ag,0.0179103147105542,0.995,0.0203187602941648,0.99,6
229,cc18_4,-1,ag,0.003715856783359,1.0,0.0326437787450061,0.995,5
230,cc18_14,-1,ag,0.0092898142090901,0.9975,0.0050377320393342,0.9975,8
231,cc18_24,-1,ag,2.0349627013745334e-07,1.0,4.847387847198359e-06,1.0,9
232,cc18_9,-1,ag,0.4027318366779773,0.8148148148148148,0.3168588226011965,0.8148148148148148,11
233,cc18_15,-1,ag,0.0005716514084726,1.0,0.0253911960270863,0.9966101694915256,8
234,cc18_3,-1,ag,0.6675275776942322,0.6,0.6907500493497397,0.55,5
235,cc18_5,-1,ag,0.0007705248942972,1.0,0.0005185793694197,1.0,6
236,cc18_17,-1,ag,0.4484208783480584,0.77,0.5542093935031338,0.745,11
237,cc18_7,-1,ag,0.1330655332558614,0.9537037037037036,0.0884969233040214,0.9722222222222222,10
238,cc18_19,-1,ag,0.0280800892607892,0.99375,0.0264801322717915,0.99375,11
239,cc18_6,-1,ag,0.0003478285124705,1.0,0.0205169366015522,0.9974293059125964,6
240,cc18_23,-1,ag,1.8614261352510693e-07,1.0,0.5266799958589816,0.9809523809523808,12
241,cc18_21,-1,ag,0.1986422850288318,0.9041095890410958,0.1921439173720404,0.9143835616438356,5
242,cc18_10,-1,ag,0.1073527741806584,0.9714285714285714,0.0783980587204089,0.9714285714285714,12
243,cc18_21,-1,ag,0.2001541038135708,0.8904109589041096,0.183298541229476,0.9178082191780822,6
244,cc18_27,-1,ag,0.0987286700275823,0.9824561403508772,0.0968186858874649,0.9649122807017544,7
245,cc18_24,-1,ag,0.0002604139530818,1.0,0.0002368264077599,1.0,14
246,cc18_22,-1,ag,0.2703256709155687,0.8753993610223643,0.2760011408500893,0.8913738019169329,10
247,cc18_9,-1,ag,0.3657023615637044,0.8148148148148148,0.3255579936072085,0.8240740740740741,10
248,cc18_3,-1,ag,0.6219109445060628,0.68,0.7039109045800189,0.58,14
249,cc18_9,-1,ag,0.3470385120777923,0.8611111111111112,0.4078004633638154,0.8148148148148148,8
250,cc18_27,-1,ag,0.0462862551104387,0.9649122807017544,0.1050727142789119,0.956140350877193,9
251,cc18_4,-1,ag,0.0031829060728729,1.0,0.0104778802419916,0.995,9
252,cc18_24,-1,ag,1.4453731592423988e-05,1.0,0.0283623793344423,0.9954954954954957,10
253,cc18_29,-1,ag,0.5305482695696212,0.6837606837606838,0.4899414014809865,0.7350427350427351,11
254,cc18_4,-1,ag,0.0010494015556211,1.0,0.0071481869720811,0.995,6
255,cc18_19,-1,ag,0.0139580621967938,0.9875,0.0027453264634005,1.0,5
256,cc18_2,-1,ag,0.0550631870860369,0.976,0.1069894301768775,0.952,13
257,cc18_14,-1,ag,2.080285249916287e-07,1.0,4.226293911738855e-07,1.0,7
258,cc18_27,-1,ag,0.0805095903983026,0.9473684210526316,0.0354069992084079,0.9824561403508772,8
259,cc18_27,-1,ag,0.0428654639067905,0.9736842105263158,0.0999221124883132,0.9736842105263158,14
260,cc18_25,-1,ag,1.456040441756697e-07,1.0,1.529731494505315e-07,1.0,6
261,cc18_8,-1,ag,0.0645318619368463,0.976878612716763,0.0425723035204804,0.9826589595375722,14
